dzr,artist,title,status,preview
16348157,Amy Millan,Skinny Boy,created,
16348169,Amy Millan,Blue In Yr Eye,created,
16369903,James McMurtry,We Can't Make It Here,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/8/3/0/8839cb0133e1de903b865d1ddde3ea3e.mp3?hdnea=exp=1760582663~acl=/api/1/1/8/8/3/0/8839cb0133e1de903b865d1ddde3ea3e.mp3*~data=user_id=0,application_id=42~hmac=17dc009ca8ed176a9cdd62cfede11999cf1e1e938271e725f0db6726f28976db"
16385015,Eyes Set to Kill,Give You My All,created,
16386649,Amy Diamond,What's In It For Me,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/2/f/0/82ff1e5f1d915b37d58dccc48eeb6387.mp3?hdnea=exp=1760582664~acl=/api/1/1/8/2/f/0/82ff1e5f1d915b37d58dccc48eeb6387.mp3*~data=user_id=0,application_id=42~hmac=df4f1cc0d53db65b61563017a2166a5d7dcfefad5e8194063e2c9c75d294503d"
16386652,Amy Diamond,Shooting Star,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/c/6/0/0c66d51a7ca3f9c2cc5ce74ecb04f19d.mp3?hdnea=exp=1760582665~acl=/api/1/1/0/c/6/0/0c66d51a7ca3f9c2cc5ce74ecb04f19d.mp3*~data=user_id=0,application_id=42~hmac=49bf099c6102b0ea524eaa52614f3e86ace1a8f3f001e1629c1547e56c47febc"
16389589,Christian Death,Cavity - First Communion,created,"https://cdnt-preview.dzcdn.net/api/1/1/3/f/f/0/3ff34634575c48b9cfe00f51334f7776.mp3?hdnea=exp=1760582665~acl=/api/1/1/3/f/f/0/3ff34634575c48b9cfe00f51334f7776.mp3*~data=user_id=0,application_id=42~hmac=6d8560f912ed2bcf659cf77b0812b83fd4cfb13caa7ba7f6f513314109dd849c"
16389594,Christian Death,Stairs - Uncertain Journey,created,"https://cdnt-preview.dzcdn.net/api/1/1/6/a/c/0/6ac9c3c6f9e929e1aa04e1d946ef6545.mp3?hdnea=exp=1760582665~acl=/api/1/1/6/a/c/0/6ac9c3c6f9e929e1aa04e1d946ef6545.mp3*~data=user_id=0,application_id=42~hmac=a1faed7d4bca630432a0c64f8a8639411b9f8faa3d66e8ae7cb741c1b4aece29"
16401971,George Michael,They Won't Go When I Go,created,
16433484,George Michael,Father Figure,created,
