dzr,artist,title,status,preview
3467978,Gary Moore,Need Your Love So Bad (Single Edit),created,
3468236,Donald Byrd,Think Twice,created,"https://cdnt-preview.dzcdn.net/api/1/1/1/b/7/0/1b74ba881504a489cc8f164caa2826e9.mp3?hdnea=exp=1760581157~acl=/api/1/1/1/b/7/0/1b74ba881504a489cc8f164caa2826e9.mp3*~data=user_id=0,application_id=42~hmac=62e0c2421a2fe41c66f051e616e70ebbab25c929ceab04ad46ba42215c4cbcca"
3468310,Gary Moore,Falling In Love With You,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/7/1/0/971c7fc3f1df157eb5b9332594fbe707.mp3?hdnea=exp=1760581158~acl=/api/1/1/9/7/1/0/971c7fc3f1df157eb5b9332594fbe707.mp3*~data=user_id=0,application_id=42~hmac=bace2f3f6bd1645acf43249caf8399badfe2bb367546edf07fd3bde489594914"
3471319,Geri Halliwell,Look at Me,created,"https://cdnt-preview.dzcdn.net/api/1/1/5/9/2/0/592a24db164331413919ae75a0a3d4ab.mp3?hdnea=exp=1760581158~acl=/api/1/1/5/9/2/0/592a24db164331413919ae75a0a3d4ab.mp3*~data=user_id=0,application_id=42~hmac=9556a50a085ec1e81e5e68307abae39ae6796913b3847ea81378f55914fd4330"
3471320,Geri Halliwell,Lift Me Up,created,"https://cdnt-preview.dzcdn.net/api/1/1/8/e/f/0/8efb0cac9cab50d536fbf0e56b2fdaaf.mp3?hdnea=exp=1760581159~acl=/api/1/1/8/e/f/0/8efb0cac9cab50d536fbf0e56b2fdaaf.mp3*~data=user_id=0,application_id=42~hmac=6e83015e3c8f7e07a29f63e5f24d1ee088402bc01127a0723a1e28606ac02b0b"
3471322,Geri Halliwell,Mi chico latino,created,"https://cdnt-preview.dzcdn.net/api/1/1/1/3/b/0/13be1dd07895aa63ed249cd26e4d5d8a.mp3?hdnea=exp=1760581159~acl=/api/1/1/1/3/b/0/13be1dd07895aa63ed249cd26e4d5d8a.mp3*~data=user_id=0,application_id=42~hmac=30e3e66f29f03e00d4de9b05d57de8ff48505483ca1972a9d67c3de1159ed053"
3471323,Geri Halliwell,Goodnight Kiss,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/a/4/0/fa4a030ff13bd9c27c0ce77fdfeafb93.mp3?hdnea=exp=1760581159~acl=/api/1/1/f/a/4/0/fa4a030ff13bd9c27c0ce77fdfeafb93.mp3*~data=user_id=0,application_id=42~hmac=26c30c1e505e44fb5195398db4f8d02c5bd3f55836441869d77efaba79d39321"
3471326,Geri Halliwell,Let Me Love You,created,"https://cdnt-preview.dzcdn.net/api/1/1/f/6/8/0/f689347f95a8f432bd69abd4aadd9d7b.mp3?hdnea=exp=1760581160~acl=/api/1/1/f/6/8/0/f689347f95a8f432bd69abd4aadd9d7b.mp3*~data=user_id=0,application_id=42~hmac=fdb0c9bd9d014782a6a35caddf44b96a2b68e6abbc116755a578677f8b394f65"
3471327,Geri Halliwell,Someone's Watching over Me,created,"https://cdnt-preview.dzcdn.net/api/1/1/9/1/1/0/9112d2ce68342a7db5bb8150cb6793b1.mp3?hdnea=exp=1760581160~acl=/api/1/1/9/1/1/0/9112d2ce68342a7db5bb8150cb6793b1.mp3*~data=user_id=0,application_id=42~hmac=b4416ffe8b1b1faaf4a3dd78fb958610e275c42704f0a935c8e6286af54666e6"
3471328,Geri Halliwell,You're in a Bubble,created,"https://cdnt-preview.dzcdn.net/api/1/1/0/f/8/0/0f856fd26ff993225a7cdb646d61d80d.mp3?hdnea=exp=1760581161~acl=/api/1/1/0/f/8/0/0f856fd26ff993225a7cdb646d61d80d.mp3*~data=user_id=0,application_id=42~hmac=6c0795a3c973a1472751f4059a54f4aaf2044529fb4d10ef874020336c287a44"
